catalog_group_index,platform,sheet_count,file_count,status,schema_signature,top_sheet_names,header_row_distribution,row_count_min,row_count_max,column_count_min,column_count_max,flags,raw_title_candidates,external_content_id_candidates,sale_amount_candidates,settlement_base_amount_candidates,offset_amount_candidates,headers_preview,examples,example_rel_path,example_sheet,open_status,workbook_sheets,sheet_max_row,sheet_max_column,best_header_row,best_header_score,best_header_metrics_json,best_header_preview,repeated_header_rows,structure_notes
57,피플앤스토리,6,6,manual_review,__NO_SIGNATURE__::다운로드::cols11,다운로드(6),none:6,5,7,11,11,merged_cells:6 | no_header_candidate:6,,,,,,,피플앤스토리\1월\2026년 1월 피플앤스토리 정산상세.xlsx::다운로드 || 피플앤스토리\25년\10월\2025년 10월 피플앤스토리 정산상세.xlsx::다운로드 || 피플앤스토리\25년\12월\2025년 12월 피플앤스토리 정산상세.xlsx::다운로드 || 피플앤스토리\2월\2026년 2월 피플앤스토리 정산상세.xlsx::다운로드 || 피플앤스토리\3월\2026년 3월 피플앤스토리 정산상세.xlsx::다운로드,피플앤스토리\1월\2026년 1월 피플앤스토리 정산상세.xlsx,다운로드,opened,다운로드,6,11,1,27.2,"{""non_empty"": 11, ""keyword_hits"": 7, ""title_hits"": 1, ""money_hits"": 3, ""id_hits"": 2, ""data_like"": 0}",ISBN | 관리코드 | 작품명 | 작가명 | CP사 | 출판사 | 판매사이트 | 단가(원) | 건수(건) | 판매금액(원) | 정산금액(원),1,merged_cells=1
58,북팔,3,3,adapter_candidate,순번|필명|아이디|작품명|판매수|매출|배분율|수익금|비고,마켓(3),9:3,13,100,10,10,merged_cells:3,작품명(10),,매출(3),수익금(2),,순번 | 필명 | 아이디 | 작품명 | 판매수 | 매출 | 배분율 | 수익금 | 비고,북팔\10월\2025년 10월 북팔 정산상세.xlsx::마켓 || 북팔\11월\2025년 11월 북팔 핫딜수익금 정산상세.xlsx::마켓 || 북팔\9월\2025년 9월 북팔 정산상세.xlsx::마켓,북팔\10월\2025년 10월 북팔 정산상세.xlsx,마켓,opened,마켓 | Sheet,100,10,9,16.8,"{""non_empty"": 9, ""keyword_hits"": 3, ""title_hits"": 1, ""money_hits"": 3, ""id_hits"": 0, ""data_like"": 0}",순번 | 필명 | 아이디 | 작품명 | 판매수 | 매출 | 배분율 | 수익금 | 비고,9,merged_cells=2; multi_sheet_workbook
59,북팔,3,3,manual_review,__NO_SIGNATURE__::Sheet::cols1,Sheet(3),none:3,1,1,1,1,hidden_sheet:3 | no_header_candidate:3,,,,,,,북팔\10월\2025년 10월 북팔 정산상세.xlsx::Sheet || 북팔\11월\2025년 11월 북팔 핫딜수익금 정산상세.xlsx::Sheet || 북팔\9월\2025년 9월 북팔 정산상세.xlsx::Sheet,북팔\10월\2025년 10월 북팔 정산상세.xlsx,Sheet,opened,마켓 | Sheet,1,1,1,15.2,"{""non_empty"": 1, ""keyword_hits"": 2, ""title_hits"": 1, ""money_hits"": 4, ""id_hits"": 0, ""data_like"": 0}",[REDACTED_EXCLUDED_LETTER_OR_SUMMARY_SHEET],1,multi_sheet_workbook
60,북팔,1,1,adapter_candidate,날짜|구분|순서|아이디|닉네임|작품명|수익|카운트,2025-11-01 ~ 2025-11-30(1),1:1,89,89,8,8,,작품명(10),,,수익(3),,날짜 | 구분 | 순서 | 아이디 | 닉네임 | 작품명 | 수익 | 카운트,북팔\11월\2025년 11월 북팔 정산상세.xlsx::2025-11-01 ~ 2025-11-30,북팔\11월\2025년 11월 북팔 정산상세.xlsx,2025-11-01 ~ 2025-11-30,opened,2025-11-01 ~ 2025-11-30,89,8,1,8.6,"{""non_empty"": 8, ""keyword_hits"": 1, ""title_hits"": 1, ""money_hits"": 1, ""id_hits"": 0, ""data_like"": 0}",날짜 | 구분 | 순서 | 아이디 | 닉네임 | 작품명 | 수익 | 카운트,1,
61,피플앤스토리,1,1,adapter_candidate,isbn|관리코드|작품명|작가명|cp사|출판사|판매사이트|단가원|건수건|판매금액원|정산금액원,다운로드(1),1:1,9,9,11,11,merged_cells:1,작품명(10),ISBN(7) | 관리코드(5),판매금액(원)(3),정산금액(원)(5),,ISBN | 관리코드 | 작품명 | 작가명 | CP사 | 출판사 | 판매사이트 | 단가(원) | 건수(건) | 판매금액(원) | 정산금액(원),피플앤스토리\25년\11월\2025년 11월 피플앤스토리 정산상세.xlsx::다운로드,피플앤스토리\25년\11월\2025년 11월 피플앤스토리 정산상세.xlsx,다운로드,opened,다운로드,9,11,1,27.2,"{""non_empty"": 11, ""keyword_hits"": 7, ""title_hits"": 1, ""money_hits"": 3, ""id_hits"": 2, ""data_like"": 0}",ISBN | 관리코드 | 작품명 | 작가명 | CP사 | 출판사 | 판매사이트 | 단가(원) | 건수(건) | 판매금액(원) | 정산금액(원),1,merged_cells=1
62,북큐브,6,6,manual_review,__NO_SIGNATURE__::Sheet1::cols19,Sheet1(6),none:6,117,687,19,19,no_header_candidate:6,,,,,,,북큐브\10월\2025년 10월 북큐브(로맨스) 정산상세.xlsx::Sheet1 || 북큐브\10월\2025년 10월 북큐브(판무) 정산상세.xlsx::Sheet1 || 북큐브\11월\2025년 11월 북큐브(로맨스) 정산상세.xlsx::Sheet1 || 북큐브\11월\2025년 11월 북큐브(판무) 정산상세.xlsx::Sheet1 || 북큐브\9월\2025년 9월 북큐브(로맨스) 정산상세.xlsx::Sheet1,북큐브\10월\2025년 10월 북큐브(로맨스) 정산상세.xlsx,Sheet1,opened,Sheet1,117,19,2,41.8,"{""non_empty"": 19, ""keyword_hits"": 10, ""title_hits"": 2, ""money_hits"": 5, ""id_hits"": 2, ""data_like"": 0}",제목 | 저자 | 출판권자 | 판매유형 | 판매처 | 부수 | 정가 | 판매액 | 할인 | 수수료 | 정산대상금액 | 정산액 | 정산월 | 도서번호 | ISBN | e-ISBN(PDF) | e-ISBN(ePub) | 서비스파일 | 제휴도서번호,2,
63,스낵북,6,6,adapter_candidate,작품id|작품명|필자명|정산비율|판매원|정산원|코인타입,settle_list_202601_C262666768_2(1) | settle_list_202510_C262666768_2(1) | settle_list_202511_C262666768_2(1) | settle_list_202512_C262666768_2(1) | settle_list_202602_C262666768_2(1) | settle_list_202603_C262666768_2(1),1:6,8,22,7,7,,작품명(10),작품ID(3),,정산(원)(2),,작품ID | 작품명 | 필자명 | 정산비율 | 판매(원) | 정산(원) | 코인타입,스낵북\1월\2026년 1월 스낵북 정산상세.xlsx::settle_list_202601_C262666768_2 || 스낵북\25년\10월\2025년 10월 스낵북 정산상세.xlsx::settle_list_202510_C262666768_2 || 스낵북\25년\11월\2025년 11월 스낵북 정산상세.xlsx::settle_list_202511_C262666768_2 || 스낵북\25년\12월\2025년 12월 스낵북 정산상세.xlsx::settle_list_202512_C262666768_2 || 스낵북\2월\2026년 2월 스낵북 정산상세.xlsx::settle_list_202602_C262666768_2,스낵북\1월\2026년 1월 스낵북 정산상세.xlsx,settle_list_202601_C262666768_2,opened,settle_list_202601_C262666768_2,13,7,1,17.4,"{""non_empty"": 7, ""keyword_hits"": 4, ""title_hits"": 1, ""money_hits"": 2, ""id_hits"": 1, ""data_like"": 0}",작품ID | 작품명 | 필자명 | 정산비율 | 판매(원) | 정산(원) | 코인타입,1,
64,리디북스,5,5,adapter_candidate,판매처|시리즈id|도서id|제목|권화수|저자|역자|그림|출판사|시리즈명|전자책정가|단권판매액|단권판매권|단권무료권|대여액|대여유료권~202004대여권|대여무료권|자유다운금액|자유다운권|세트판매액|세트판매권|세트대여액|세트대여권|취소단권판매액|취소단권판매권|취소대여액|취소대여권|취소자유다운액|취소자유다운권|취소세트판매액|취소세트판매권|취소세트대여액|취소세트대여권|판매액|판매권|취소액|취소권|일반판매액|일반취소액|앱마켓정산대상액|앱마켓수수료|앱마켓취소액|ios정산대상액|ios수수료|ios취소액|android정산대상액|android수수료|android취소액|onestore정산대상액|onestore수수료|onestore취소액|정산액|종이책isbn10|종이책isbn13|전자책isbn10|전자책isbn13|cp관리id|카테고리1|카테고리2,calculate_1(4) | 25년 8월 리디북스 정산상세(1),1:5,29854,32086,59,59,large_row_count:5,제목(8) | 시리즈명(8),전자책ISBN10(4) | 전자책ISBN13(4) | 도서 ID(3) | 종이책ISBN10(2) | 종이책ISBN13(2) | 시리즈 ID(1),판매액(8) | 단권판매액(2) | 세트판매액(2) | 취소단권판매액(2) | 취소세트판매액(2),정산액(10) | 앱마켓 정산대상액(4) | iOS 정산대상액(4) | Android 정산대상액(4) | OneStore 정산대상액(4),취소액(3) | 앱마켓 수수료(3) | 앱마켓 취소액(2) | iOS 수수료(2) | iOS 취소액(2) | Android 수수료(2) | Android 취소액(2) | OneStore 수수료(2),판매처 | 시리즈 ID | 도서 ID | 제목 | 권/화수 | 저자 | 역자 | 그림 | 출판사 | 시리즈명 | 전자책정가 | 단권판매액 | 단권판매권 | 단권무료권 | 대여액 | 대여유료권( ~ 2020-04 대여권) | 대여무료권 | 자유다운금액 | 자유다운권 | 세트판매액 | 세트판매권 | 세트대여액 | 세트대여권 | 취소단권판매액 | 취소단권판매권 | 취소대여액 | 취소대여권 | 취소자유다운액 | 취소자유다운권 | 취소세트판매액 | 취소세트판매권 | 취소세트대여액 | 취소세트대여권 | 판매액 | 판매권 | 취소액 | 취소권 | 일반 판매액 | 일반 취소액 | 앱마켓 정산대상액 | 앱마켓 수수료 | 앱마켓 취소액 | iOS 정산대상액 | iOS 수수료 | iOS 취소액 | Android 정산대상액 | Android 수수료 | Android 취소액 | OneStore 정산대상액 | OneStore 수수료 | OneStore 취소액 | 정산액 | 종이책ISBN10 | 종이책ISBN13 | 전자책ISBN10 | 전자책ISBN13 | CP 관리 ID | 카테고리1 | 카테고리2,리디북스\10월\2025년 10월 리디북스 정산상세.xlsx::calculate_1 || 리디북스\11월\2025년 11월 리디북스 정산상세.xlsx::calculate_1 || 리디북스\234\2025년 12월 리디 정산상세.xlsx::calculate_1 || 리디북스\8월\25년 8월 리디북스 정산상세.xlsx::25년 8월 리디북스 정산상세 || 리디북스\9월\2025년 9월 리디북스 정산상세.xlsx::calculate_1,리디북스\10월\2025년 10월 리디북스 정산상세.xlsx,calculate_1,opened,calculate_1,31819,59,1,52.0,"{""non_empty"": 59, ""keyword_hits"": 12, ""title_hits"": 3, ""money_hits"": 6, ""id_hits"": 3, ""data_like"": 0}",판매처 | 시리즈 ID | 도서 ID | 제목 | 권/화수 | 저자 | 역자 | 그림 | 출판사 | 시리즈명 | 전자책정가 | 단권판매액 | 단권판매권 | 단권무료권 | 대여액 | 대여유료권( ~ 2020-04 대여권) | 대여무료권 | 자유다운금액 | 자유다운권 | 세트판매액 | 세트판매권 | 세트대여액 | 세트대여권 | 취소단권판매액 | 취소단권판매권 | 취소대여액 | 취소대여권 | 취소자유다운액 | 취소자유다운권 | 취소세트판매액 | 취소세트판매권 | 취소세트대여액 | 취소세트대여권 | 판매액 | 판매권,1,
65,올툰,3,3,adapter_candidate,매출기간월|작품명|정산수수료율%|코인사용수량개|총매출액원|앱스토어수수료원|올웨이즈수수료원|순매출|정산대상금액수수료제,시트1(3),2:3,45,50,10,12,merged_cells:3,작품명(10),,총 매출액(원)(8) | 순매출(2),정산 대상 금액(수수료 제)(2),앱스토어 수수료(원)(2) | 올웨이즈 수수료(원)(2) | 정산 대상 금액(수수료 제)(2),매출 기간(월) | 작품명 | 정산 수수료율(%) | 코인 사용수량(개) | 총 매출액(원) | 앱스토어 수수료(원) | 올웨이즈 수수료(원) | 순매출 | 정산 대상 금액(수수료 제),올툰\10월\2025년 10월 올툰 정산상세.xlsx::시트1 || 올툰\11월\2025년 11월 올툰 정산상세.xlsx::시트1 || 올툰\9월\2025년 9월 올툰 정산상세.xlsx::시트1,올툰\10월\2025년 10월 올툰 정산상세.xlsx,시트1,opened,시트1,50,12,2,22.8,"{""non_empty"": 9, ""keyword_hits"": 5, ""title_hits"": 1, ""money_hits"": 4, ""id_hits"": 0, ""data_like"": 0}",매출 기간(월) | 작품명 | 정산 수수료율(%) | 코인 사용수량(개) | 총 매출액(원) | 앱스토어 수수료(원) | 올웨이즈 수수료(원) | 순매출 | 정산 대상 금액(수수료 제),2,merged_cells=1
66,피우리(누온),3,3,adapter_candidate,번호|판매년월|제목|작가|출판사|플랫폼|판매형태|정가|판매가|판매수|매출액|정산액|계약비율|피우리상품번호|cp관리번호,Worksheet(3),2:3,13,33,15,15,merged_cells:3,제목(8),,매출액(5),정산액(10),,번호 | 판매년월 | 제목 | 작가 | 출판사 | 플랫폼 | 판매형태 | 정가 | 판매가 | 판매수 | 매출액 | 정산액 | 계약비율 | 피우리상품번호 | CP관리번호,피우리(누온)\10월\2025년 10월 누온(피우리) 정산상세.xlsx::Worksheet || 피우리(누온)\11월\2025년 11월 누온(피우리) 정산상세.xlsx::Worksheet || 피우리(누온)\9월\2025년 9월 피우리 정산상세.xlsx::Worksheet,피우리(누온)\10월\2025년 10월 누온(피우리) 정산상세.xlsx,Worksheet,opened,Worksheet,13,15,2,34.0,"{""non_empty"": 15, ""keyword_hits"": 8, ""title_hits"": 2, ""money_hits"": 4, ""id_hits"": 1, ""data_like"": 0}",번호 | 판매년월 | 제목 | 작가 | 출판사 | 플랫폼 | 판매형태 | 정가 | 판매가 | 판매수 | 매출액 | 정산액 | 계약비율 | 피우리상품번호 | CP관리번호,2,merged_cells=4
67,에이블리,2,2,adapter_candidate,판매일|작품id|분류|작품명|작가명|레이블|회차판매가원|총사용건수건|초기무료회차|에다무|광고보면무료|신규혜택대여|유상대여|소장|총판매건수건|광고보면무료판매금액원|광고보면무료운영수수료원|소장판매금액원|소장운영수수료원|대여판매금액원|대여운영수수료원|판매금액합계원|운영수수료합계원|정산금액합계원,202510_에이블리_키다리스튜디오(소설)(1) | 202509_에이블리_키다리스튜디오(소설)(1),1:2,525,610,24,24,,작품명(10),작품 ID(1),판매 금액 합계 (원)(5) | 소장 판매금액 (원)(3) | 대여 판매금액 (원)(3) | 광고보면 무료 판매금액 (원)(3) | 정산 금액 합계 (원)(2) | 운영 수수료 합계 (원)(2),정산 금액 합계 (원)(5),소장 운영 수수료 (원)(2) | 대여 운영 수수료 (원)(2) | 운영 수수료 합계 (원)(2) | 광고보면 무료 운영 수수료 (원)(2),판매일 | 작품 ID | 분류 | 작품명 | 작가명 | 레이블 | 회차 판매가 (원) | 총 사용 건수 (건) | 초기 무료 회차 | 에다무 | 광고보면 무료 | 신규 혜택 대여 | 유상 대여 | 소장 | 총 판매 건수 (건) | 광고보면 무료 판매금액 (원) | 광고보면 무료 운영 수수료 (원) | 소장 판매금액 (원) | 소장 운영 수수료 (원) | 대여 판매금액 (원) | 대여 운영 수수료 (원) | 판매 금액 합계 (원) | 운영 수수료 합계 (원) | 정산 금액 합계 (원),에이블리\10월\2025년 10월 에이블리 정산상세.xlsx::202510_에이블리_키다리스튜디오(소설) || 에이블리\9월\2025년 9월 에이블리 정산상세.xlsx::202509_에이블리_키다리스튜디오(소설),에이블리\10월\2025년 10월 에이블리 정산상세.xlsx,202510_에이블리_키다리스튜디오(소설),opened,202510_에이블리_키다리스튜디오(소설),610,24,1,32.0,"{""non_empty"": 24, ""keyword_hits"": 7, ""title_hits"": 1, ""money_hits"": 5, ""id_hits"": 1, ""data_like"": 0}",판매일 | 작품 ID | 분류 | 작품명 | 작가명 | 레이블 | 회차 판매가 (원) | 총 사용 건수 (건) | 초기 무료 회차 | 에다무 | 광고보면 무료 | 신규 혜택 대여 | 유상 대여 | 소장 | 총 판매 건수 (건) | 광고보면 무료 판매금액 (원) | 광고보면 무료 운영 수수료 (원) | 소장 판매금액 (원) | 소장 운영 수수료 (원) | 대여 판매금액 (원) | 대여 운영 수수료 (원) | 판매 금액 합계 (원) | 운영 수수료 합계 (원) | 정산 금액 합계 (원),1,
68,보인&국립장애인도서관,2,1,manual_review,번호|카테고리|제목|저자명|출간일|판매가|구매비|출판사명|서비스연령|선정여부|비고,목록선정_1차 구매(1) | 목록선정_0313(1),11:1 | 3:1,196,823,12,12,hidden_columns:2 | merged_cells:1 | hidden_rows:1,제목(8),,,,,번호 | 카테고리 | 제목 | 저자명 | 출간일 | 판매가 | 구매비 | 출판사명 | 서비스연령 | 선정여부 | 비고,보인&국립장애인도서관\2026년 3월 국립장애인도서관 정산상세.xlsx::목록선정_1차 구매 || 보인&국립장애인도서관\2026년 3월 국립장애인도서관 정산상세.xlsx::목록선정_0313,보인&국립장애인도서관\2026년 3월 국립장애인도서관 정산상세.xlsx,목록선정_1차 구매,opened,목록선정_1차 구매 | 목록선정_0313 | 목록선정,196,12,11,16.2,"{""non_empty"": 11, ""keyword_hits"": 4, ""title_hits"": 1, ""money_hits"": 1, ""id_hits"": 1, ""data_like"": 0}",번호 | 카테고리 | 제목 | 저자명 | 출간일 | 판매가 | 구매비 | 출판사명 | 서비스연령 | 선정여부 | 비고,11,merged_cells=17; multi_sheet_workbook
69,로망띠끄,1,1,manual_review,__NO_SIGNATURE__::styleB(바로북)1762237499::cols13,styleB(바로북)1762237499(1),none:1,53,53,13,13,merged_cells:1 | no_header_candidate:1,,,,,,,로망띠끄\10월\2025년 10월 로망띠끄(이북) 정산상세.xlsx::styleB(바로북)1762237499,로망띠끄\10월\2025년 10월 로망띠끄(이북) 정산상세.xlsx,styleB(바로북)1762237499,opened,styleB(바로북)1762237499,53,13,5,26.6,"{""non_empty"": 13, ""keyword_hits"": 7, ""title_hits"": 1, ""money_hits"": 2, ""id_hits"": 3, ""data_like"": 0}",도서코드 | 일련번호 | 구분 | 도서명 | 출판사명 | 저자 | 판매량 | 판매액 | 정산율 | 정산액 | 등록일 | 판매처 | isbn,5,merged_cells=6
70,로망띠끄,1,1,manual_review,__NO_SIGNATURE__::styleB(바로북)1764723314::cols13,styleB(바로북)1764723314(1),none:1,44,44,13,13,merged_cells:1 | no_header_candidate:1,,,,,,,로망띠끄\11월\2025년 11월 로망띠끄 정산상세.xlsx::styleB(바로북)1764723314,로망띠끄\11월\2025년 11월 로망띠끄 정산상세.xlsx,styleB(바로북)1764723314,opened,styleB(바로북)1764723314,44,13,5,26.6,"{""non_empty"": 13, ""keyword_hits"": 7, ""title_hits"": 1, ""money_hits"": 2, ""id_hits"": 3, ""data_like"": 0}",도서코드 | 일련번호 | 구분 | 도서명 | 출판사명 | 저자 | 판매량 | 판매액 | 정산율 | 정산액 | 등록일 | 판매처 | isbn,5,merged_cells=6
71,로망띠끄,1,1,manual_review,__NO_SIGNATURE__::styleB(바로북)1760082209::cols13,styleB(바로북)1760082209(1),none:1,3069,3069,13,13,merged_cells:1 | no_header_candidate:1,,,,,,,로망띠끄\9월\2025년 9월 로망띠끄(이북) 정산상세.xlsx::styleB(바로북)1760082209,로망띠끄\9월\2025년 9월 로망띠끄(이북) 정산상세.xlsx,styleB(바로북)1760082209,opened,styleB(바로북)1760082209,3069,13,5,26.6,"{""non_empty"": 13, ""keyword_hits"": 7, ""title_hits"": 1, ""money_hits"": 2, ""id_hits"": 3, ""data_like"": 0}",도서코드 | 일련번호 | 구분 | 도서명 | 출판사명 | 저자 | 판매량 | 판매액 | 정산율 | 정산액 | 등록일 | 판매처 | isbn,5,merged_cells=6
72,보인&국립장애인도서관,1,1,manual_review,번호|카테고리|제목|저자명|출간일|판매가|출판사명|서비스연령|선정여부|비고,목록선정(1),3:1,823,823,11,11,hidden_rows:1 | hidden_sheet:1,제목(8),,,,,번호 | 카테고리 | 제목 | 저자명 | 출간일 | 판매가 | 출판사명 | 서비스연령 | 선정여부 | 비고,보인&국립장애인도서관\2026년 3월 국립장애인도서관 정산상세.xlsx::목록선정,보인&국립장애인도서관\2026년 3월 국립장애인도서관 정산상세.xlsx,목록선정,opened,목록선정_1차 구매 | 목록선정_0313 | 목록선정,823,11,3,16.0,"{""non_empty"": 10, ""keyword_hits"": 4, ""title_hits"": 1, ""money_hits"": 1, ""id_hits"": 1, ""data_like"": 0}",번호 | 카테고리 | 제목 | 저자명 | 출간일 | 판매가 | 출판사명 | 서비스연령 | 선정여부 | 비고,3,multi_sheet_workbook
73,알라딘,1,1,manual_review,__NO_SIGNATURE__::sales_18156_202510::cols13,sales_18156_202510(1),none:1,1368,1368,13,13,no_header_candidate:1,,,,,,,알라딘\10월\2025년 10월 알라딘 정산상세.xlsx::sales_18156_202510,알라딘\10월\2025년 10월 알라딘 정산상세.xlsx,sales_18156_202510,opened,sales_18156_202510,1368,13,1,31.6,"{""non_empty"": 13, ""keyword_hits"": 8, ""title_hits"": 1, ""money_hits"": 4, ""id_hits"": 2, ""data_like"": 0}",판매/취소일시 | ItemId | 제목 | 판매형태 | 정가 | 판매가 | 정산액 | 원주문일시 | 저자명 | 출판사명 | 정산처명 | ISBN | CID,1,
74,알라딘,1,1,manual_review,__NO_SIGNATURE__::sales_18156_202511::cols13,sales_18156_202511(1),none:1,1660,1660,13,13,no_header_candidate:1,,,,,,,알라딘\11월\2025년 11월 알라딘 정산상세.xlsx::sales_18156_202511,알라딘\11월\2025년 11월 알라딘 정산상세.xlsx,sales_18156_202511,opened,sales_18156_202511,1660,13,1,31.6,"{""non_empty"": 13, ""keyword_hits"": 8, ""title_hits"": 1, ""money_hits"": 4, ""id_hits"": 2, ""data_like"": 0}",판매/취소일시 | ItemId | 제목 | 판매형태 | 정가 | 판매가 | 정산액 | 원주문일시 | 저자명 | 출판사명 | 정산처명 | ISBN | CID,1,
75,알라딘,1,1,manual_review,__NO_SIGNATURE__::sales_18156_202509::cols13,sales_18156_202509(1),none:1,1906,1906,13,13,no_header_candidate:1,,,,,,,알라딘\9월\2025년 9월 알라딘 정산상세.xlsx::sales_18156_202509,알라딘\9월\2025년 9월 알라딘 정산상세.xlsx,sales_18156_202509,opened,sales_18156_202509,1906,13,1,31.6,"{""non_empty"": 13, ""keyword_hits"": 8, ""title_hits"": 1, ""money_hits"": 4, ""id_hits"": 2, ""data_like"": 0}",판매/취소일시 | ItemId | 제목 | 판매형태 | 정가 | 판매가 | 정산액 | 원주문일시 | 저자명 | 출판사명 | 정산처명 | ISBN | CID,1,
76,에이블리,1,1,adapter_candidate,판매일|작품id|분류|작가명|레이블|작품명|정산금액합계원|행레이블|합계정산금액합계원,202511_에이블리_키다리스튜디오(소설)(1),1:1,663,663,11,11,,작품명(10),작품 ID(1),정산 금액 합계 (원)(2) | 합계 : 정산 금액 합계 (원)(2),정산 금액 합계 (원)(5) | 합계 : 정산 금액 합계 (원)(5),,판매일 | 작품 ID | 분류 | 작가명 | 레이블 | 작품명 | 정산 금액 합계 (원) | 행 레이블 | 합계 : 정산 금액 합계 (원),에이블리\11월\2025년 11월 에이블리 정산상세.xlsx::202511_에이블리_키다리스튜디오(소설),에이블리\11월\2025년 11월 에이블리 정산상세.xlsx,202511_에이블리_키다리스튜디오(소설),opened,202511_에이블리_키다리스튜디오(소설),663,11,1,25.8,"{""non_empty"": 9, ""keyword_hits"": 6, ""title_hits"": 1, ""money_hits"": 4, ""id_hits"": 1, ""data_like"": 0}",판매일 | 작품 ID | 분류 | 작가명 | 레이블 | 작품명 | 정산 금액 합계 (원) | 행 레이블 | 합계 : 정산 금액 합계 (원),1,
77,교보,2,2,manual_review,__NO_SIGNATURE__::Sheet1::cols26,Sheet1(2),none:2,795,1269,26,26,merged_cells:2 | no_header_candidate:2,,,,,,,교보\10월\2025년 10월 교보 정산상세.xlsx::Sheet1 || 교보\11월\2025년 11월 교보문고 정산상세.xlsx::Sheet1,교보\10월\2025년 10월 교보 정산상세.xlsx,Sheet1,opened,Sheet1,795,26,2,33.0,"{""non_empty"": 26, ""keyword_hits"": 8, ""title_hits"": 1, ""money_hits"": 3, ""id_hits"": 4, ""data_like"": 0}",판매기간 | 전체 | 판매채널 | 판매방식 | 상품구분 | 상품명 | 회차명 | 저자 | 출판사 | 제휴사 | 납품처 | 정가 | 판매가 | 판매수량 | 정산대상판매가총액 | 정산율 | 정산액 | 대분류 | 판매상품ID | epub isbn | pdf isbn | zip isbn | mp3 isbn | issn | 종이책ISBN | 북넘버,2,merged_cells=1
78,알라딘 종이책,2,2,manual_review,거래일자|구분|형태|거래내용|전잔액|출고부수|출고금액|반품부수|반품금액일자|입금금액|조정금액|현잔액|비고,거래처별 거래원장(2),1:2,8,18,13,13,merged_cells:2,,,,,,거래일자 | 구분 | 형태 | 거래내용 | 전잔액 | 출고부수 | 출고금액 | 반품부수 | 반품금액(일자) | 입금금액 | 조정금액 | 현잔액 | 비고,알라딘 종이책\10월\2025년 10월 알라딘_종이책 정산상세.xlsx::거래처별 거래원장 || 알라딘 종이책\11월\2025년 11월 알라딘 종이책 정산상세.xlsx::거래처별 거래원장,알라딘 종이책\10월\2025년 10월 알라딘_종이책 정산상세.xlsx,거래처별 거래원장,opened,거래처별 거래원장,18,13,1,8.6,"{""non_empty"": 13, ""keyword_hits"": 1, ""title_hits"": 0, ""money_hits"": 2, ""id_hits"": 0, ""data_like"": 0}",거래일자 | 구분 | 형태 | 거래내용 | 전잔액 | 출고부수 | 출고금액 | 반품부수 | 반품금액(일자) | 입금금액 | 조정금액 | 현잔액 | 비고,,merged_cells=1
79,예스24,2,2,manual_review,__NO_SIGNATURE__::Sheet1::cols22,Sheet1(2),none:2,704,974,22,22,no_header_candidate:2,,,,,,,예스24\10월\2025 10월 예스24 정산상세.xlsx::Sheet1 || 예스24\11월\2025년 11월 예스24 정산상세.xlsx::Sheet1,예스24\10월\2025 10월 예스24 정산상세.xlsx,Sheet1,opened,Sheet1,974,22,1,31.0,"{""non_empty"": 22, ""keyword_hits"": 8, ""title_hits"": 1, ""money_hits"": 2, ""id_hits"": 4, ""data_like"": 0}",No | 도서명 | 출판사 | 출판사판매가 | 판매서점 | 서점판매가 | 서점환불가 | 원가율 | 출판사정산액 | 이벤트구분 | 판매구분 | 이벤트판매가 | 저자명 | bookID | ePubID | 세트코드 | 종이책ISBN | 전자책ISBN | 판매일 | 환불일 | AUDIOISBN | ContentsType,1,
80,신영미디어,1,1,adapter_candidate,서비스일|분류명|소분류|제목|저자|가격|개수|합계|소득액|번호,20250901_20250930(1),1:1,4,4,10,10,,제목(8),,합계(3),,,서비스일 | 분류명 | 소분류 | 제목 | 저자 | 가격 | 개수 | 합계 | 소득액 | 번호,신영미디어\2025년 9월 신영미디어 정산상세.xlsx::20250901_20250930,신영미디어\2025년 9월 신영미디어 정산상세.xlsx,20250901_20250930,opened,20250901_20250930,4,10,1,14.0,"{""non_empty"": 10, ""keyword_hits"": 3, ""title_hits"": 1, ""money_hits"": 1, ""id_hits"": 1, ""data_like"": 0}",서비스일 | 분류명 | 소분류 | 제목 | 저자 | 가격 | 개수 | 합계 | 소득액 | 번호,1,
