콘텐츠ID,변경전콘텐츠명,변경후콘텐츠명,candidate_원본콘텐츠명,변경여부,처리사유,콘텐츠형태,담당부서,담당자명
320283,카카오 선투자_소구장 작가_2차,[정산정보없음]_카카오 선투자_소구장 작가_2차,카카오 선투자_소구장 작가_2차,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=김경민,소설,소설편집팀,김경민
320715,<회귀한 아포칼립스의 폭군> 및 카카오페이지 서비스 작품 일체,[정산정보없음]_<회귀한 아포칼립스의 폭군> 및 카카오페이지 서비스 작품 일체,<회귀한 아포칼립스의 폭군> 및 카카오페이지 서비스 작품 일체,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=김경민,소설,소설편집팀,김경민
320716,<걸황무적> 및 카카오페이지 서비스 작품 일체,[정산정보없음]_<걸황무적> 및 카카오페이지 서비스 작품 일체,<걸황무적> 및 카카오페이지 서비스 작품 일체,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=김경민,소설,소설편집팀,김경민
322442,<회귀한 아포칼립스의 폭군> 및 이형석 작가 카카오페이지 서비스 작품 일체,[정산정보없음]_<회귀한 아포칼립스의 폭군> 및 이형석 작가 카카오페이지 서비스 작품 일체,<회귀한 아포칼립스의 폭군> 및 이형석 작가 카카오페이지 서비스 작품 일체,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=김경민,소설,소설편집팀,김경민
322882,<불사검마> 및 소구장 작가 카카오 작품 일체_카카오 선투자_3차,[정산정보없음]_<불사검마> 및 소구장 작가 카카오 작품 일체_카카오 선투자_3차,<불사검마> 및 소구장 작가 카카오 작품 일체_카카오 선투자_3차,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=김경민,소설,소설편집팀,김경민
324007,<회귀한 아포칼립스의 폭군> 및 이형석 작가 카카오페이지 서비스 작품 일체,[정산정보없음]_<회귀한 아포칼립스의 폭군> 및 이형석 작가 카카오페이지 서비스 작품 일체,<회귀한 아포칼립스의 폭군> 및 이형석 작가 카카오페이지 서비스 작품 일체,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=김경민,소설,소설편집팀,김경민
324194,<걸황무적> 및 송재일 작가 카카오페이지 서비스 작품 일체,[정산정보없음]_<걸황무적> 및 송재일 작가 카카오페이지 서비스 작품 일체,<걸황무적> 및 송재일 작가 카카오페이지 서비스 작품 일체,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=김경민,소설,소설편집팀,김경민
326854,얼굴 천재 아역이 연기를 잘함_웹소설 마스터콘텐츠라이선스계약_부속계약_주간무연시,[정산정보없음]_얼굴 천재 아역이 연기를 잘함_웹소설 마스터콘텐츠라이선스계약_부속계약_주간무연시,얼굴 천재 아역이 연기를 잘함_웹소설 마스터콘텐츠라이선스계약_부속계약_주간무연시,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=2; 담당부서=소설편집팀; 담당자=김경민,소설,소설편집팀,김경민
107774,(연재)1422만 포인트로 환생하기,[정산정보없음]_(연재)1422만 포인트로 환생하기,(연재)1422만 포인트로 환생하기,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=7; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
107917,[10%할인] 질풍권 (전6권 완결),[정산정보없음]_[10%할인] 질풍권 (전6권 완결),[10%할인] 질풍권 (전6권 완결),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=2; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
107919,[10%할인]검무흔(개정판. 무삭제본),[정산정보없음]_[10%할인]검무흔(개정판. 무삭제본),[10%할인]검무흔(개정판. 무삭제본),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=6; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
107940,[개정판]팝콘은 옥수수로 튀긴다,[정산정보없음]_[개정판]팝콘은 옥수수로 튀긴다,[개정판]팝콘은 옥수수로 튀긴다,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
108462,[세트] 뱀파이어 보스 (전5권 완결),[정산정보없음]_[세트] 뱀파이어 보스 (전5권 완결),[세트] 뱀파이어 보스 (전5권 완결),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
108473,[세트] 비밀 (전2권 완결),[정산정보없음]_[세트] 비밀 (전2권 완결),[세트] 비밀 (전2권 완결),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
108557,[세트] 진천뇌협 (전6권 완결),[정산정보없음]_[세트] 진천뇌협 (전6권 완결),[세트] 진천뇌협 (전6권 완결),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
108959,[세트]시나브로 성인 육감소설 중편선(전5권 완결),[정산정보없음]_[세트]시나브로 성인 육감소설 중편선(전5권 완결),[세트]시나브로 성인 육감소설 중편선(전5권 완결),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109190,[세트]칠기무제(무삭제 개정판)(전3권 완결),[정산정보없음]_[세트]칠기무제(무삭제 개정판)(전3권 완결),[세트]칠기무제(무삭제 개정판)(전3권 완결),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109364,[연재] 검한몽전,[정산정보없음]_[연재] 검한몽전,[연재] 검한몽전,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109421,[연재] 남해삼십육검,[정산정보없음]_[연재] 남해삼십육검,[연재] 남해삼십육검,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109544,[연재] 아이돌 공략법으로 데뷔합니다,[정산정보없음]_[연재] 아이돌 공략법으로 데뷔합니다,[연재] 아이돌 공략법으로 데뷔합니다,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=10; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109586,[연재] 일단 고등학생이 이계로 왔습니다만?,[정산정보없음]_[연재] 일단 고등학생이 이계로 왔습니다만?,[연재] 일단 고등학생이 이계로 왔습니다만?,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109637,[연재]폭풍야,[정산정보없음]_[연재]폭풍야,[연재]폭풍야,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109656,[연재]1위 할건데 불만이세요?,[정산정보없음]_[연재]1위 할건데 불만이세요?,[연재]1위 할건데 불만이세요?,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109779,[연재]능력 믿고 막 간다,[정산정보없음]_[연재]능력 믿고 막 간다,[연재]능력 믿고 막 간다,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=8; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109818,[연재]드림 컨트롤러,[정산정보없음]_[연재]드림 컨트롤러,[연재]드림 컨트롤러,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109919,[연재]베스트 단편 추리소설 걸작선,[정산정보없음]_[연재]베스트 단편 추리소설 걸작선,[연재]베스트 단편 추리소설 걸작선,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=2; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109927,[연재]복싱 가이드,[정산정보없음]_[연재]복싱 가이드,[연재]복싱 가이드,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
109997,[연재]시스템 오류로 에이스 등극!,[정산정보없음]_[연재]시스템 오류로 에이스 등극!,[연재]시스템 오류로 에이스 등극!,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
110155,[연재]제국의 연가,[정산정보없음]_[연재]제국의 연가,[연재]제국의 연가,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
110188,[연재]짙은 유혹,[정산정보없음]_[연재]짙은 유혹,[연재]짙은 유혹,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
110207,[연재]천마 재벌집 아들로 환생,[정산정보없음]_[연재]천마 재벌집 아들로 환생,[연재]천마 재벌집 아들로 환생,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
110220,[연재]천애비검,[정산정보없음]_[연재]천애비검,[연재]천애비검,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
110295,[연재]핵재벌 개망나니,[정산정보없음]_[연재]핵재벌 개망나니,[연재]핵재벌 개망나니,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
110296,[연재]핵재벌이 돈을 숨김,[정산정보없음]_[연재]핵재벌이 돈을 숨김,[연재]핵재벌이 돈을 숨김,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
110304,[연재]혈무연,[정산정보없음]_[연재]혈무연,[연재]혈무연,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
110596,[카카오] 백치 공주 시리즈,[정산정보없음]_[카카오] 백치 공주 시리즈,[카카오] 백치 공주 시리즈,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=2; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
110642,[카카오] 줍고보니 괴담백서,[정산정보없음]_[카카오] 줍고보니 괴담백서,[카카오] 줍고보니 괴담백서,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=5; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111009,[카카오창작지원금]레벨 업! 하는 식당,[정산정보없음]_[카카오창작지원금]레벨 업! 하는 식당,[카카오창작지원금]레벨 업! 하는 식당,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111033,[카카오창작지원금]초월자 어빈,[정산정보없음]_[카카오창작지원금]초월자 어빈,[카카오창작지원금]초월자 어빈,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111039,[카카오창작지원금]현대영웅전,[정산정보없음]_[카카오창작지원금]현대영웅전,[카카오창작지원금]현대영웅전,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111072,[판매중지]_하이북_천마겁(무삭제본),[정산정보없음]_[판매중지]_하이북_천마겁(무삭제본),[판매중지]_하이북_천마겁(무삭제본),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111111,1분 안에 숏타임 저질 성교,[정산정보없음]_1분 안에 숏타임 저질 성교,1분 안에 숏타임 저질 성교,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111114,2층 자위 여학생 농락,[정산정보없음]_2층 자위 여학생 농락,2층 자위 여학생 농락,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111138,Cool한 일처다부제를 지지한다,[정산정보없음]_Cool한 일처다부제를 지지한다,Cool한 일처다부제를 지지한다,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=2; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111141,Dear,[정산정보없음]_Dear,Dear,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111161,Moon,[정산정보없음]_Moon,Moon,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111207,가난한 남자,[정산정보없음]_가난한 남자,가난한 남자,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111260,감자,[정산정보없음]_감자,감자,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111305,거짓말,[정산정보없음]_거짓말,거짓말,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111330,검(劍),[정산정보없음]_검(劍),검(劍),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=7; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111345,검웅영제(무삭제 개정판),[정산정보없음]_검웅영제(무삭제 개정판),검웅영제(무삭제 개정판),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=4; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111350,검은 달의 전설,[정산정보없음]_검은 달의 전설,검은 달의 전설,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=2; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111371,검혼무,[정산정보없음]_검혼무,검혼무,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=6; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111406,결혼 5년차 성 보고서,[정산정보없음]_결혼 5년차 성 보고서,결혼 5년차 성 보고서,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111422,경국지색,[정산정보없음]_경국지색,경국지색,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111445,고검사우객,[정산정보없음]_고검사우객,고검사우객,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=2; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111465,고애,[정산정보없음]_고애,고애,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111467,고양이 여인,[정산정보없음]_고양이 여인,고양이 여인,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111529,과외선생,[정산정보없음]_과외선생,과외선생,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111556,광혈사혼무,[정산정보없음]_광혈사혼무,광혈사혼무,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=5; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111572,구룡겁,[정산정보없음]_구룡겁,구룡겁,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=6; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111607,군(軍),[정산정보없음]_군(軍),군(軍),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=8; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111633,권태,[정산정보없음]_권태,권태,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111648,귀혼열,[정산정보없음]_귀혼열,귀혼열,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111670,그 밤의 사정,[정산정보없음]_그 밤의 사정,그 밤의 사정,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111725,그녀의 못된 거짓말,[정산정보없음]_그녀의 못된 거짓말,그녀의 못된 거짓말,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111747,그대와같이걸어요,[정산정보없음]_그대와같이걸어요,그대와같이걸어요,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111770,그리움도 쌓이면 짐이 된다,[정산정보없음]_그리움도 쌓이면 짐이 된다,그리움도 쌓이면 짐이 된다,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111821,금황,[정산정보없음]_금황,금황,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=5; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111850,길들이는 겁니까? 세트,[정산정보없음]_길들이는 겁니까? 세트,길들이는 겁니까? 세트,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111856,길에서 주운 사랑,[정산정보없음]_길에서 주운 사랑,길에서 주운 사랑,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111893,꿈 속의 정사,[정산정보없음]_꿈 속의 정사,꿈 속의 정사,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111901,꿈의 맛(외전증보판),[정산정보없음]_꿈의 맛(외전증보판),꿈의 맛(외전증보판),Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=4; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111906,끝내 사랑하다,[정산정보없음]_끝내 사랑하다,끝내 사랑하다,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111924,나는 조선의 국모다,[정산정보없음]_나는 조선의 국모다,나는 조선의 국모다,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
111989,남자 부르는 아랫도리,[정산정보없음]_남자 부르는 아랫도리,남자 부르는 아랫도리,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
112014,남편 미행하다 벌려,[정산정보없음]_남편 미행하다 벌려,남편 미행하다 벌려,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
112021,남편에 대한 복수,[정산정보없음]_남편에 대한 복수,남편에 대한 복수,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
112049,내 사랑 미스터 바르셀로나,[정산정보없음]_내 사랑 미스터 바르셀로나,내 사랑 미스터 바르셀로나,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=2; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
112190,노처녀 특별세일 기간,[정산정보없음]_노처녀 특별세일 기간,노처녀 특별세일 기간,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=1; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
112219,뇌신혈,[정산정보없음]_뇌신혈,뇌신혈,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=2; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
112272,능력 믿고 막 간다,[정산정보없음]_능력 믿고 막 간다,능력 믿고 막 간다,Y,live dry-run current_title 기준 정산정보없음 표식 추가. 지급정산관리_존재_채널수=0; 정산정보없음_채널수=29; 담당부서=소설편집팀; 담당자=이선근,소설,소설편집팀,이선근
